Co_ID|PO ID|Exchange|Name| Root_Ticker | qmv | OS_Shares | tech_sub_sec | cps | re |Sector| Sub_Sector |type_of_listing|date_of_listing|QT_Date|RTO_Date|Date_of_amalgamation|Interlisted|formar_cpc_or_cpc|Ven_50_2018|Index|hq_location|hq_region|usa_city|USA_State|Asia_Region|clean_tech_primary|clean_tech_sub_sector|Section|trust| volume_ytd | value_ ytd | num_traded_share_ytd | num_of_month_trading_data |AFRICA|AUS_NZ_PNG|CANADA|CHINA_ ASIA|LATIN_AMERICA|OTHER|UK_EUROPE|USA|Oil_Gas|Gold|Silver|Copper|Nickel|Diamond|Molybdenum|Platinum_PGM|Iron|Lead|Zinc|Rare Earths|Potash|Lithium|Uranium|Coal|Tungsten|base_ precious_metals|mineral_properties|other_properties|
V-01021|26312|TSXV |Barkerville Gold Mines Ltd.|BGM| 200,110,819 | 439,803,997 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 22,740,569 | 14,314,665 | 5,376 |6|||BC|||||||1|||||||||||||||||||
V-00961|42252|TSXV |Barksdale Capital Corp.|BRO| 25,740,466 | 32,175,583 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 3,071,677 | 2,108,202 | 541 |6||||||||AZ, NV||1|1|1|||||||||||||||||
V-03685|1113437|TSXV |Baroyeca Gold & Silver Inc.|BGS| 1,025,399 | 51,269,938 ||||Mining||IPO|20101215|||||No|||BC|Canada||||||Tier2|| 6,332,941 | 138,189 | 238 |6|||||||||||||||||||||||||||||
V-04263|1175665|TSXV |Barsele Minerals Corp.|BME| 67,138,629 | 103,290,199 ||||Mining||Other|20150929|||||No||1|BC|Canada||||||Tier2|| 5,723,534 | 4,197,743 | 967 |6|||||||Sweden|||1|1|1|||||||||||||||||
V-02954|1119109|TSXV |Batero Gold Corp.|BAT| 6,910,943 | 115,182,383 ||||Mining||QT|20090206|20100727||||Yes|||BC|Canada||||||Tier2|| 6,553,121 | 563,436 | 484 |6|||||Colombia|||||1|||||||||||||||||||
V-02350|1107569|TSXV |Bayhorse Silver Inc.|BHS| 8,819,233 | 73,493,605 ||||Mining||Other|20060830|||||No||1|BC|Canada||||||Tier2|| 17,342,597 | 3,453,771 | 2,701 |6||New Zealand||||||OR||1|1||||||||||||||||||
V-02360|1107279|TSXV |BCM Resources Corporation|B| 9,070,443 | 37,793,511 ||||Mining||Other|20060927|||||No|||BC|Canada||||||Tier2|| 3,053,376 | 530,839 | 856 |6|||||||||||||||||||||||||||||
V-03020|1119622|TSXV |Be Resources Inc.|BER| 967,881 | 19,357,625 ||||Mining||IPO|20091029|||||No|||USA|USA|Elephant Butte|NM||||Tier2|| 317,545 | 18,498 | 99 |6|||||||||||||||||||||||||||||
V-00212|1021890|TSXV |Bear Creek Mining Corporation|BCM| 182,460,563 | 103,085,064 ||||Mining||||||||No||1|BC|Canada||||||Tier1|| 6,461,267 | 13,502,013 | 9,159 |6|||||Peru||||||1|||||||1|1||||||||||
V-00213|1047593|TSXV |Bearclaw Capital Corp.|BRL| 974,880 | 24,371,991 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 465,978 | 22,711 | 25 |6|||||||||||||||||||||||||||||
V-03787|1146465|TSXV |Bearing Lithium Corp.|BRZ| 16,526,139 | 55,087,131 ||||Mining||Other|20110610|||||No|||BC|Canada||||||Tier2|| 8,208,914 | 4,771,678 | 3,368 |6|||YT||Chile|||NV||1||||||||||||1||||||Boron, Potassium|
V-00216|14518|TSXV |Beaufield Resources Inc.|BFD| 14,933,154 | 213,460,519 ||||Mining||||||||No||1|ON|Canada||||||Tier1|| 19,416,815 | 2,187,300 | 1,702 |6|||ON,Quebec|||||||1|1|1|||1||1||1|||1||||1|||
V-00220|1023993|TSXV |Bell Copper Corporation|BCU| 4,043,594 | 67,393,240 ||||Mining||Other|20080512|||||No|||BC|Canada||||||Tier2|| 4,743,041 | 482,633 | 684 |6||||||||AZ||||1|||||||||||||||||
V-00222|14473|TSXV |Belmont Resources Inc.|BEA| 3,173,743 | 70,527,620 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 36,039,252 | 1,665,615 | 1,378 |6|||||||||||||||||||||||||||||
V-00223|28597|TSXV |Belvedere Resources Ltd.|BEL| 31,764,392 | 38,737,063 ||||Mining||||||||No||1|BC|Canada||||||Tier1|| 1,602,756 | 581,496 | 305 |6|||||||Finland|||1||1|1|||||||||||||||Cobalt|
V-04078|1155905|TSXV |Benchmark Metals Inc.|BNCH| 5,504,154 | 34,400,960 ||||Mining||IPO|20121101|||||No|||BC|Canada||||||Tier2|| 3,710,986 | 360,315 | 269 |4|||BC, NU|||||||1|1|||1|||||||||||||||
V-04035|1152375|TSXV |Benton Resources Inc.|BEX| 4,193,427 | 83,868,531 ||||Mining||Other|20120801|||||No|||ON|Canada||||||Tier1|| 11,463,783 | 753,093 | 713 |6|||NL,ON|||||CA||1|1|1|1|||1|||||||1|||||Palladium|
V-04048|1154550|TSXV |Benz Mining Corp.|BZ| 1,929,114 | 26,039,518 ||||Mining||QT|20120920|20130412||||Yes|||BC|Canada||||||Tier2|| 6,042,627 | 735,345 | 681 |6|||YT|||||||||||||||1|1|||||||||Barite|
V-00466|14196|TSXV |Berkwood Resources Ltd.|BKR| 3,837,203 | 36,544,794 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 20,771,453 | 3,991,418 | 2,873 |6|||Quebec|||||||||||||||||||||||||Graphite|
V-00247|15791|TSXV |Bitterroot Resources Ltd.|BTT| 1,431,219 | 35,780,478 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 5,134,818 | 354,242 | 517 |6|||BC,NU|||||MI||1||1|1||1||||||||||||||
V-02729|1117418|TSXV |Black Dragon Gold Corp.|BDG| 13,262,352 | 80,377,892 ||||Mining||QT|20080226|20100416||||Yes||1|BC|Canada||||||Tier2|| 13,846,081 | 1,398,964 | 667 |6|||||||Spain|||1|||||||||||||||||||
V-01170|31011|TSXV |Black Isle Resources Corporation|BIT| 809,091 | 16,181,825 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 1,974,936 | 74,866 | 108 |6|||||||||||||||||||||||||||||
V-02234|1101035|TSXV |Black Mammoth Metals Corporation|BMM| 1,163,596 | 11,081,871 ||||Mining||Other|20051214|||||No|||BC|Canada||||||Tier2|| 169,770 | 18,775 | 60 |6|||BC|||||||1||1|||||||||||||||||
V-01355|1023526|TSXV |Black Sea Copper & Gold Corp.|BLS| 3,956,965 | 43,966,275 ||||Mining|||||||OTCQB|No|||BC|Canada||||||Tier2|| 1,473,167 | 148,028 | 413 |6|||||||Bulgaria,Romania,Serbia,Turkey|||1||1|||||||||||||||||
V-04027|1150585|TSXV |Blackheath Resources Inc.|BHR| 1,421,593 | 49,436,175 ||||Mining||IPO|20120711|||||No|||BC|Canada||||||Tier2|| 1,941,267 | 84,364 | 116 |6|||||||||||||||||||||||||||||
V-00075|1015607|TSXV |Blackrock Gold Corp.|BRC| 3,699,252 | 36,992,518 ||||Mining||QT|20000720|20031223||||Yes|||BC|Canada||||||Tier2|| 11,119,566 | 1,222,667 | 1,019 |6|||BC|||||NV|||||||||||||||||||1||
V-03810|1114685|TSXV |Blind Creek Resources Ltd.|BCK| 2,958,611 | 25,727,050 ||||Mining||Other|20110705|||||No|||BC|Canada||||||Tier2|| 6,678,946 | 1,801,313 | 1,383 |6|||Canada|||||||1|1|||||||1|1||||||||||
V-02541|1114125|TSXV |Blue Moon Zinc Corp.|MOON| 7,721,303 | 102,950,707 ||||Mining||Other|20070607|||||No|||BC|Canada||||||Tier2|| 48,954,003 | 4,579,812 | 2,532 |6||||||||CA||1|1|1||||||1|1||||||||||
V-03833|1140545|TSXV |Blue River Resources Ltd.|BXR| 7,606,748 | 191,751,470 ||||Mining||IPO|20110826|||||No|||BC|Canada||||||Tier2|| 61,441,238 | 1,460,157 | 2,247 |6|||Canada|||||||||1|||||||||||||||||
V-02320|1107278|TSXV |Blue Sky Uranium Corp.|BSK| 18,664,082 | 109,788,717 ||||Mining||QT|20060628|20070207||||Yes||1|BC|Canada||||||Tier2|| 12,963,778 | 2,751,245 | 2,789 |6|||||Argentina||||||||||||||||||1||||||
V-04116|1162145|TSXV |BlueBird Battery Metals Inc.|BATT| 13,148,974 | 40,458,382 ||||Mining||IPO|20130410|||||No|||BC|Canada||||||Tier2|| 14,717,710 | 4,546,853 | 1,566 |6||Australia|YT|||||||||1|1|||||||||||||||Cobalt|
V-00975|1073156|TSXV |Bluestone Resources Inc.|BSR| 90,653,595 | 63,840,560 ||||Mining||||||||Yes|||BC|Canada||||||Tier1|| 4,490,515 | 5,931,004 | 1,321 |6|||||Guatemala|||||1|1||||||||||||||||||
V-02621|1111164|TSXV |Bold Ventures Inc.|BOL| 2,468,005 | 123,400,246 ||||Mining||Other|20071029|||||No|||ON|Canada||||||Tier2|| 3,726,125 | 132,639 | 193 |6|||ON,Quebec|||||||1|1|1|1|||1||1|1|||||||||Chromium|
V-02955|1118203|TSXV |Bonterra Resources Inc.|BTR| 92,540,709 | 228,495,579 ||||Mining||IPO|20090204|||||No||1|BC|Canada||||||Tier1|| 31,840,272 | 15,815,572 | 7,241 |6|||BC,Quebec|||||||1|1|||||||||||||||1|||
V-04379|1179986|TSXV |Boreal Metals Corp.|BMX| 9,524,681 | 52,914,895 ||||Mining||Other|20171121|||||No|||BC|Canada||||||Tier2|| 18,009,963 | 4,595,406 | 2,181 |6|||||||Norway, Sweden|||1|1|1|||||||1||||||||||
V-03121|1133804|TSXV |Bravada Gold Corporation|BVA| 4,853,462 | 48,534,619 ||||Mining||Other|20100504|||||No|||BC|Canada||||||Tier2|| 4,232,083 | 444,074 | 515 |6||||||||NV||1||||||||||||||||1|||
V-03698|1141460|TSXV |Braveheart Resources Inc.|BHT| 4,593,866 | 43,751,106 ||||Mining||IPO|20101229|||||No|||ON|Canada||||||Tier2|| 2,247,318 | 195,074 | 295 |6|||BC|||||NV||1|1|||||||||||||||||Flake Graphite|
V-02886|1118648|TSXV |Brixton Metals Corporation|BBB| 13,827,166 | 64,312,402 ||||Mining||QT|20080808|20101207||||Yes||1|BC|Canada||||||Tier2|| 12,129,164 | 3,176,252 | 2,266 |6|||BC|||||||1|1|1|||||||||||||||||
V-03688|1141180|TSXV |Broadway Gold Mining Ltd.|BRD| 4,307,808 | 37,459,204 ||||Mining||QT|20101214|20130326|||OTCQB|Yes|||BC|Canada||||||Tier2|| 6,478,823 | 1,627,925 | 1,617 |6||||||||MT||1||1|||||||||||||||||
V-04059|1156965|TSXV |Broome Capital Inc.|BCP| 3,757,175 | 19,135,543 ||||Mining||QT from NEX|20121024|20170519 NEX||||Yes|||BC|Canada||||||Tier2|| 151,976 | 32,665 | 56 |6|||SK||||||||||||||||||||||||||
V-02510|1110053|TSXV |Brunswick Resources Inc.|BRU| 1,764,742 | 39,216,479 ||||Mining||QT|20070502|20100316||||Yes|||Quebec|Canada||||||Tier2|| 756,890 | 24,529 | 37 |6|||ON, Quebec|||||||1||||||||||||||||1|||
V-03022|1123285|TSXV |BTU Metals Corp.|BTU| 1,642,466 | 36,499,235 ||||Mining||QT from NEX|20091015|20170620 NEX||||No|||BC|Canada||||||Tier2|| 8,321,943 | 645,838 | 539 |6|||ON||||Ireland|||1|||||||||||||||||||
V-02747|1117257|TSXV |Buccaneer Gold Corp.|BGG| 2,481,733 | 31,021,667 ||||Mining||IPO|20080222|||||No|||ON|Canada||||||Tier2|| 5,818,768 | 514,245 | 342 |6|Ghana|||||||||1|||||||||||||||||||
V-04275|1175520|TSXV |Buffalo Coal Corp.|BUF| 2,807,290 | 280,729,049 ||||Mining||TSX Comedown|20151218||||JSE|No|||South Africa|Africa||||||Tier2|| 2,612,203 | 41,592 | 129 |6|South Africa|||||||||||||||||||||||1|||||
V-02260|1101480|TSXV |Bullion Gold Resources Corp.|BGD| 183,493 | 18,370,404 ||||Mining||QT|20060202|20080521||||Yes|||BC|Canada||||||Tier2|| 3,338,357 | 1,196,971 | 381 |3|||BC|||||||1||1|||||||||||||||||
V-03757|1143625|TSXV |Bullman Minerals Inc.|BUL| 10,558,011 | 152,517,642 ||||Mining||QT|20110418|20130717||||Yes|||BC|Canada||||||Tier2|| 34,000 | 2,440 | 5 |3|Guinea|||||||||1|||||||||||||||||||
V-04113|1161890|TSXV |BWR Exploration Inc|BWR| 2,898,561 | 64,412,461 ||||Mining||IPO|20130404|||||No|||ON|Canada||||||Tier2|| 4,472,833 | 312,204 | 229 |6|||ON|||||||1||1|||||||1||||||||||
V-04244|1172165|TSXV |Cabral Gold Inc.|CBR| 4,033,592 | 31,412,418 ||||Mining||RTO from NEX|20150310||20171102 NEX|||No|||BC|Canada||||||Tier2|| 5,590,453 | 1,813,949 | 675 |6|||||Brazil|||||1|||||||||||||||||||
V-02726|1114838|TSXV |Cache Exploration Inc.|CAY| 2,591,966 | 57,599,236 ||||Mining||QT|20080227|20100301||||Yes|||BC|Canada||||||Tier2|| 22,369,177 | 1,293,189 | 666 |6|||NL|||||||||||||||||1|||||||||
V-02979|1119928|TSXV |Cadillac Ventures Inc.|CDC| 2,721,638 | 90,721,266 ||||Mining||Other|20090508|||||No|||ON|Canada||||||Tier1|| 2,844,189 | 101,752 | 108 |6|||NB,ON,Quebec||Peru||Spain|||||1|||||||||||||||||
V-01911|32437|TSXV |Calibre Mining Corp.|CXB| 17,196,928 | 312,671,418 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 18,177,808 | 1,562,339 | 1,838 |6|||||Nicaragua|||||1|1|1|||||||||||||||||
V-02128|1023109|TSXV |California Gold Mining Inc.|CGM| 12,475,362 | 49,901,449 ||||Mining||RTO from NEX|||20100209 NEX||OTCQX|No|||ON|Canada||||||Tier2|| 4,610,392 | 1,195,437 | 1,024 |6||||||||CA||1|||||||||||||||||||
V-03812|1148330|TSXV |Callinex Mines Inc.|CNX| 18,832,564 | 83,700,285 ||||Mining||Other|20110714||||OTCQX|No|||BC|Canada||||||Tier2|| 25,528,081 | 8,330,189 | 6,434 |6|||Canada|||||||||||||||||||||||1|||
V-01782|36610|TSXV |Cameo Cobalt Corp.|CRU| 13,101,052 | 55,749,156 ||||Mining|||19890424|||||No||1|BC|Canada||||||Tier2|| 29,870,776 | 19,692,195 | 5,844 |6|Tanzania||Quebec|||||||1||||||||||1||||||||Scandium|
V-03108|1130980|TSXV |Camino Minerals Corporation|COR| 10,354,316 | 57,523,980 ||||Mining||Other|20100422|||||No||1|BC|Canada||||||Tier2|| 12,037,962 | 3,910,765 | 2,179 |6|||||Peru|||NV||1||1||||||||||||||1|||
V-04184|1168805|TSXV |Camrova Resources Inc.|CAV| 1,785,659 | 19,840,653 ||||Mining||TSX Comedown|20140317|||||No|||BC|Canada||||||Tier1|| 1,993,866 | 179,911 | 443 |6|||||Mexico|||||||1|||||||1|||||||||Cobalt, Manganese|
V-02047|40581|TSXV |Canada Carbon Inc.|CCB| 10,141,162 | 106,749,074 ||||Mining||||||||No|||ON|Canada||||||Tier1|| 21,041,059 | 1,733,019 | 2,077 |6|||ON|||||||||||||||||||||||||Graphite|
V-03728|1140275|TSXV |Canada Coal Inc.|CCK| 3,337,990 | 41,724,875 ||||Mining||QT|20110202|20120229||||Yes|||BC|Canada||||||Tier2|| 2,908,543 | 253,857 | 173 |6|||NU|||||||||||||||||||||1|||||
V-01341|1102201|TSXV |Canada Cobalt Works Inc.|CCW| 47,087,224 | 62,782,965 ||||Mining||QT|20050822|20071002||||Yes||1|BC|Canada||||||Tier2|| 37,969,486 | 16,100,369 | 8,992 |6|||ON|||||||||||||||||||||||||Cobalt|
V-00115|24777|TSXV |Canada One Mining Corp.|CONE| 2,261,922 | 21,542,110 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 4,087,098 | 579,010 | 484 |6|||BC,Quebec||||||||||||||||||||||||||
V-00801|821435|TSXV |Canada Rare Earth Corp.|LL| 12,970,511 | 172,940,141 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 24,763,235 | 1,686,801 | 1,874 |6|||AB,NL,ON|||||||||||||||||1||||||||Graphite|
V-02183|14414|TSXV |Canada Strategic Metals Inc.|CJC| 10,807,361 | 102,927,246 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 15,589,446 | 1,814,922 | 1,057 |6|||Quebec|||||||||||||||||1||||||||Graphite|
V-03631|1122448|TSXV |Canadian Energy Materials Corp.|CHEM| 1,152,577 | 9,220,617 ||||Mining||Other|20100929|||||No|||BC|Canada||||||Tier2|| 434,202 | 88,145 | 119 |6|||BC,Quebec|||||||||||||||||1||||||||Cobalt, Niobium|
V-04345|1179890|TSXV |Canadian Mining Corp.|CNG| 12,354,156 | 32,080,152 ||||Mining||Other|20170605|||||No|||BC|Canada|||||||||||||||||||AZ||1|||||||||||||||||||
V-00200|1023344|TSXV |Canadian Orebodies Inc.|CORE| 11,911,228 | 47,644,913 ||||Mining||Other|20170126|||||No|||ON|Canada||||||Tier2|| 3,847,981 | 1,127,676 | 697 |6|||NU,ON||||||||||||||1||||||||||1||
V-03716|1141610|TSXV |Canadian Platinum Corp.|CPC| 4,709,547 | 224,350,829 ||||Mining||QT|20110117|20111122||||Yes|||AB|Canada||||||Tier2|| 135,432,916 | 3,259,010 | 1,871 |6|||Canada|||||||||||||1|||||||||||||
V-02041|1024021|TSXV |Canaf Group Inc.|CAF| 5,216,881 | 47,426,195 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 6,051,865 | 624,885 | 422 |6|||||||||||||||||||||||||||||
V-00323|22713|TSXV |Canalaska Uranium Ltd.|CVV| 10,093,306 | 31,056,326 ||||Mining||TSX Comedown|20131230||||OTCQB|No|||BC|Canada||||||Tier1|| 6,087,342 | 2,317,829 | 1,798 |6|||MB,SK||||||||||||||||||||1||||||
V-00339|17932|TSXV |Canasil Resources Inc.|CLZ| 7,294,464 | 104,206,622 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 11,811,601 | 1,296,331 | 1,331 |6|||BC||Mexico|||||1|1|1||||||1|1||||||||||
V-04071|1156480|TSXV |Candelaria Mining Corp.|CAND| 88,196,734 | 112,722,585 ||||Mining||QT from NEX|20121108|20160322 NEX||||Yes||1|BC|Canada||||||Tier2|| 1,187,724 | 602,580 | 337 |6|||||Mexico|||||1|1|1||||||1|1||||||||1|Tin|
V-04256|1175115|TSXV |Candente Gold Corp.|CDG| 3,717,242 | 106,206,923 ||||Mining||TSX Comedown|20150727|||||No|||BC|Canada||||||Tier2|| 7,165,759 | 219,126 | 320 |6|||||Mexico, Peru|||||1|1||||||||||||||||||
V-01406|1009811|TSXV |Canex Metals Inc.|CANX| 1,129,321 | 22,586,425 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 1,588,197 | 86,454 | 208 |6|||BC|||||||1|||||||||||||||||||
V-04282|1176437|TSXV |CaNickel Mining Limited|CML| 4,127,241 | 37,520,369 ||||Mining||TSX Comedown|20160205|||||No|||BC|Canada||||||Tier2|| 720,392 | 105,605 | 276 |6|||MB,ON|||||||||1|1|||1|||||||||||||
V-03962|1153141|TSXV |Canoe Mining Ventures Corp.|CLV| 6,606,417 | 69,541,236 ||||Mining||QT|20120327|20131209||||Yes|||ON|Canada||||||Tier2|| 7,455,621 | 1,086,009 | 590 |3|||ON|||||||1|||||||||||||||||||
V-00349|1023254|TSXV |Canstar Resources Inc.|ROX| 5,659,052 | 102,891,854 ||||Mining||||||20050408||No|||ON|Canada||||||Tier2|| 1,502,735 | 88,000 | 154 |2|||NL,ON|||||||1||||||||||||||||1|||
V-00553|1016387|TSXV |Canterra Minerals Corporation|CTM| 2,957,358 | 84,495,937 ||||Mining||||||||No|||BC|Canada||||||Tier1|| 2,221,066 | 72,470 | 218 |6|||AB,NU,NWT,ON,SK|||||||||||1|||||||||1|||1|||
V-00350|1023544|TSXV |Cantex Mine Development Corp.|CD| 3,981,806 | 12,443,145 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 2,578,922 | 108,472 | 326 |6|||YT|||||NV||1|||||||||||||||||||
V-03003|1116366|TSXV |Canuc Resources Corporation|CDA| 7,705,555 | 50,434,150 ||||Mining||Other|20090827|||||No|||ON|Canada||||||Tier2|| 4,170,684 | 851,084 | 693 |6|||NS||Ecuador|||TX|1|1|||||||||||||||||||
V-03813|1127341|TSXV |Canyon Copper Corp.|CNC| 1,020,371 | 22,674,908 ||||Mining||Other|20110718|||||No|||BC|Canada||||||Tier2|| 24,896,423 | 2,632,678 | 1,949 |6||||||||CA,NV||1|1|1|||1||||||||||||||
V-04308|1177257|TSXV |Cardero Resource Corp.|CDU| 7,856,220 | 58,194,222 ||||Mining||TSX Comedown|20160802|||||No|||BC|Canada||||||Tier2|| 6,377,236 | 913,821 | 775 |6|||BC|||||AZ||||1||||||||||||1|||||
V-02402|1111050|TSXV |Cariboo Rose Resources Ltd.|CRB| 1,373,907 | 45,796,888 ||||Mining||Other|20061204|||||No|||BC|Canada||||||Tier2|| 6,600,291 | 277,041 | 316 |6|||||||||||||||||||||||||||||
V-00365|17799|TSXV |Carlin Gold Corporation|CGD| 2,223,487 | 88,939,464 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 4,342,440 | 134,454 | 132 |6|||YT|||||NV||1|||||||||||||||||||
V-00368|1092236|TSXV |Carmax Mining Corp.|CUX| 6,221,701 | 77,771,266 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 11,119,424 | 1,360,411 | 850 |6|||BC, ON|||||||1|1|1|||||||||||||||||
V-02425|1110123|TSXV |Cartier Resources Inc.|ECR| 21,252,570 | 177,104,747 ||||Mining||QT|20061228|20070607||||Yes||1|Quebec|Canada||||||Tier2|| 12,892,175 | 2,310,815 | 1,458 |6|||||||||||||||||||||||||||||
V-03842|1145555|TSXV |Carube Copper Corp.|CUC| 11,171,791 | 167,724,229 ||||Mining||RTO|20110809||20150707|||No|||ON|Canada||||||Tier2|| 6,070,133 | 432,898 | 382 |6|||BC, Quebec||Jamaica|||||1||1|||1|||||||||||||PGE|
V-03883|1152377|TSXV |Casa Minerals Inc.|CASA| 2,679,995 | 27,707,301 ||||Mining||QT from NEX|20111110|20171207 NEX||||Yes|||BC|Canada||||||Tier2|| 2,359,267 | 375,152 | 271 |6|||BC|||||||1|1|1|||1||||||||||||||
V-00370|1097644|TSXV |Cascadero Copper Corporation|CCD| 12,629,428 | 194,298,895 ||||Mining||||||||No||1|ON|Canada||||||Tier2|| 16,251,246 | 1,717,760 | 1,522 |6|||BC,ON||Argentina|||||1|1|1|||1|||||||||||1|||
V-03095|1126366|TSXV |Castle Peak Mining Ltd.|CAP| 2,613,236 | 132,763,360 ||||Mining||QT|20100309|20110309||||Yes|||BC|Canada||||||Tier2|| 15,619,914 | 383,050 | 285 |6|Ghana|||||||||1|||||||||||||||||||
V-02920|1119218|TSXV |CBLT Inc.|CBLT| 1,967,874 | 49,196,859 ||||Mining||QT from NEX|20081007|20120116 NEX||||Yes|||ON|Canada||||||Tier2|| 5,273,378 | 328,878 | 602 |6|||ON, Quebec|||||||||||||||||||||||||Cobalt|
V-02310|1106967|TSXV |Centenera Mining Corporation|CT| 5,911,342 | 73,004,963 ||||Mining||RTO|20060605|20080307|20150622|||Yes|||BC|Canada||||||Tier2|| 5,136,119 | 841,094 | 1,032 |6|||||Argentina|||||1|1|1|||||||||||||||||
V-02535|1110160|TSXV |Central Iron Ore Limited|CIO| 1,454,215 | 72,710,741 ||||Mining||Other|20070601|||||No|||Australia|Australia/NZ/PNG||||||Tier2|| 3,715,750 | 78,876 | 118 |6||Australia||||||||1|||||||1||||||||||||
V-02420|1109800|TSXV |Centurion Minerals Ltd.|CTN| 2,368,377 | 67,667,924 ||||Mining||Other|20061222|||||No|||BC|Canada||||||Tier2|| 3,128,427 | 93,828 | 157 |2|||||||||||||||||||||||||||||
V-02013|23987|TSXV |Ceylon Graphite Corp.|CYL| 7,115,415 | 54,766,181 ||||Mining||RTO|||20170103|||No|||NS|Canada||||||Tier2|| 5,582,808 | 1,034,645 | 1,141 |6||||Sri Lanka||||||||||||||||||||||||Graphite|
V-04088|1158135|TSXV |Chakana Copper Corp.|PERU| 34,075,210 | 80,113,572 ||||Mining||RTO|20121221||20180131|||No|||BC|Canada||||||Tier2|| 21,139,549 | 17,259,318 | 5,707 |6|||||Peru|||||1||1|||||||||||||||||
V-00397|1023931|TSXV |Champion Bear Resources Ltd.|CBA| 8,998,641 | 47,361,270 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 1,755,988 | 299,105 | 284 |6|||ON|||||||1||||||1||||||1||||1|||
V-00785|14331|TSXV |Chatham Rock Phosphate Limited|NZP| 4,606,179 | 20,026,864 ||||Mining|Agriculture|||||20050407|NZSE|No|||New Zealand|Australia/NZ/PNG||||||Tier2|| 590,934 | 161,944 | 158 |6||New Zealand||||||||||||||||||||||||||Phosphate|
V-03986|1151450|TSXV |Cheetah Canyon Resources Corp.|CHTA| 903,301 | 18,066,020 ||||Mining||IPO|20120416|||||No|||BC|Canada||||||Tier2|| 1,195,818 | 72,598 | 95 |3|Mali|||||||||1|||||||||||||||||||
V-00404|1087625|TSXV |Chesapeake Gold Corp.|CKG| 88,397,732 | 44,573,866 ||||Mining|||||||OTCQX|No||1|BC|Canada||||||Tier1|| 1,660,008 | 4,588,211 | 2,610 |6|||||Mexico|||||1||||||||||||||||1|||
V-04094|1160545|TSXV |Chibougamau Independent Mines Inc.|CBG| 2,114,114 | 38,438,442 ||||Mining||Other|20130125|||||No|||Quebec|Canada||||||Tier2|| 7,094,003 | 417,517 | 263 |6|||Quebec|||||||1|1||||||||1||||||||||
V-01012|33630|TSXV |Chilean Metals Inc.|CMX| 4,671,186 | 34,601,380 ||||Mining|||||||OTCQB, SSEV|No|||BC|Canada||||||Tier2|| 12,249,624 | 777,607 | 862 |6|||||Chile|||||1|1|1||||||||||||||||Iron oxide copper gold (IOCG)|
V-02491|1112388|TSXV |China Minerals Mining Corporation|CMV| 2,967,963 | 14,839,813 ||||Mining||Other|20070425|||||No|||China|Asia|||Beijing|||Tier2|| 294,837 | 76,163 | 185 |6|||BC|||||||1|||||||||||||||||||
V-01172|24363|TSXV |Cicada Ventures Ltd.|CID| 2,882,628 | 288,262,772 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 1,224,836 | 20,830 | 40 |6|||BC|||||||||||1|||||||||||||||
V-00066|822264|TSXV |Cipher Resources Inc.|CIFR| 8,160,756 | 74,188,690 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 1,813,607 | 190,694 | 202 |6|||||Chile|||||||1|||||||||||||||||
V-03109|1114282|TSXV |Claim Post Resources Inc.|CPS| 20,703,859 | 188,216,899 ||||Mining||Other|20100405|||||No|||ON|Canada||||||Tier2|| 18,600,476 | 1,820,770 | 973 |6|||||||||||||||||||||||||||||
V-04398|1180494|TSXV |Clarmin Explorations Inc.|CX| 1,760,000 | 13,700,001 ||||Mining||IPO|20180108|||||No|||BC|Canada||||||Tier2|| 1,358,294 | 289,588 | 110 |6|||BC|||||||1||1|||||||||||||||||
V-03926|1154355|TSXV |Clean Commodities Corp.|CLE| 4,619,194 | 102,648,746 ||||Mining||Other|20111222|||||No|||BC|Canada||||||Tier2|| 73,485,563 | 8,309,337 | 3,906 |6|||AB,MB,NL,NS,NT,NU,Quebec,SK|||||||||||1||1||||||1|1||||||
V-03667|1135050|TSXV |Cleghorn Minerals Ltd.|CZZ| 1,677,026 | 20,258,618 ||||Mining||QT from NEX|20101116|20160824 NEX||||Yes|||Quebec|Canada||||||Tier2|| 2,287,100 | 227,910 | 132 |6|||ON|||||||||1|1|||1|||||||||||||
